mutual_information,mi_over_baseline,time,region_1,region_2,region_pair,subject,eid,date,sert-cre
0.02045008702871809,-0.018573926598475565,0.925,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.019187282140670434,-0.01983673148652322,0.9750000000000001,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.017888186504347075,-0.02113582712284658,1.025,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.022049477493285848,-0.016974536133907807,1.0750000000000002,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.020479181584774745,-0.01854483204241891,1.125,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.024344858272628805,-0.014679155354564849,1.1750000000000003,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.025053747852652613,-0.013970265774541041,1.225,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.02013769496210981,-0.018886318665083845,1.275,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.01699109200337221,-0.022032921623821443,1.3250000000000002,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.021352691185325626,-0.017671322441868028,1.375,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.018440841648314762,-0.020583171978878892,1.4250000000000003,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.020990329755015805,-0.01803368387217785,1.475,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.031928375740464185,-0.0070956378867294695,1.525,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.023396922851995416,-0.01562709077519824,1.5750000000000002,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.02131903003719877,-0.017704983589994883,1.625,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.025481191298906237,-0.013542822328287418,1.6750000000000003,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.02861214882220798,-0.010411864804985675,1.725,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.0296935109501113,-0.009330502677082353,1.775,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.025588658461588813,-0.013435355165604842,1.8250000000000002,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.02280812584061458,-0.016215887786579074,1.875,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.025403671918001292,-0.013620341709192362,1.9250000000000003,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.027920456093539724,-0.01110355753365393,1.975,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.02499242638876192,-0.014031587238431734,2.0250000000000004,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03216013943647327,-0.006863874190720383,2.075,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04530402148353045,0.006280007856336797,2.125,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03739053022715902,-0.0016334834000346354,2.175,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03625034373059256,-0.0027736698966010914,2.225,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03155019134507153,-0.007473822282122122,2.2750000000000004,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03274707540769989,-0.006276938219493766,2.325,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.028530654051392202,-0.010493359575801452,2.375,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.028751021113428286,-0.010272992513765369,2.4250000000000003,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03173174133026349,-0.007292272296930163,2.475,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.029041745090908372,-0.009982268536285283,2.5250000000000004,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.029699793076621184,-0.00932422055057247,2.575,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03479920806108536,-0.004224805566108297,2.625,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03408473691832706,-0.004939276708866597,2.6750000000000003,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03806649686046845,-0.0009575167667252027,2.725,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03806029641462387,-0.000963717212569784,2.7750000000000004,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04358491578558216,0.004560902158388502,2.825,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.033599653453355596,-0.005424360173838058,2.875,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04505227867078244,0.006028265043588783,2.9250000000000003,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.035700478444443476,-0.0033235351827501786,2.975,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03812961683361078,-0.0008943967935828717,3.0250000000000004,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04205360446542352,0.003029590838229866,3.075,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.048801095660299755,0.0097770820331061,3.125,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04269446956323553,0.003670455936041879,3.1750000000000003,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.0356916086305859,-0.003332404996607752,3.225,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.0402394104447646,0.001215396817570949,3.2750000000000004,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03427399037216755,-0.0047500232550261035,3.325,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03384849908142596,-0.005175514545767694,3.375,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03229454559355723,-0.006729468033636422,3.4250000000000003,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03668415553258425,-0.002339858094609404,3.475,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.03824700588964759,-0.0007770077375460621,3.5250000000000004,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04530815395338954,0.006284140326195883,3.575,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.036752005458713356,-0.002272008168480298,3.625,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.030552159626585668,-0.008471854000607987,3.6750000000000003,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04213816480321891,0.0031141511760252524,3.725,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
0.04883918253447517,0.009815168907281513,3.7750000000000004,M2,OLF,M2-OLF,ZFM-03330,5244890d-9353-4cfe-a18e-23481883e3a4,2022-02-16,1
